adjudication_id	matching_mode	accession	start	end	strand	reference_start	reference_end	curated_reference_product	prediction_A	prediction_B	reviewer_category_A	reviewer_category_B	reviewer_notes
43bcd6fe6348f61e	exact	NC_005859.1	53961	55685	+	53961	55685	NrdD-like anaerobic ribonucleotide reductase large subunit	NrdD-like anaerobic ribonucleotide reductase large subunit	anaerobic ribonucleoside-triphosphate reductase			
1b4b62aa5865a613	exact	NC_005859.1	59545	62331	+	59545	62331	replication origin binding	putative replication origin binding protein	replication origin binding			
95c7f2c811ca7dba	exact	NC_005859.1	67310	68077	+	67310	68077	D5 protein	transcriptional regulator, D5-like	putative transcription factor d5			
980f24ac1133587a	exact	NC_005859.1	68109	69617	+	68109	69617	D6 protein	DnaB-like replicative helicase	dnab-like replicative helicase			
b1465083ab6f5733	exact	NC_005859.1	69614	70147	+	69614	70147	putative H-N-H-endonuclease P-TflX	hnh endonuclease	HNH endonuclease			
96e756f94e94a0e9	exact	NC_005859.1	70144	71034	+	70144	71034	putative DNA replication primase	dna primase	DNA primase			
486b2702d45caa2b	exact	NC_005859.1	71097	73664	+	71097	73664	DNA polymerase	DNA polymerase	family-a dna polymerase			
5c94f0ab4faeb0f0	exact	NC_005859.1	74151	75503	+	74151	75503	putative ATP-dependent helicase	probable helicase d10	DNA helicase			
7400320c59a4eb6c	exact	NC_005859.1	76001	76774	+	76001	76774	single strand DNA binding protein	probable ssdna-binding protein	single strand DNA binding protein			
eacb541ee1708351	exact	NC_005859.1	76811	77788	+	76811	77788	putative recombination endonuclease, subunit D12	SbcD-like subunit of palindrome specific endonuclease	probable exonuclease subunit 1			
a693bf737ab649aa	exact	NC_005859.1	77769	79607	+	77769	79607	putative recombination endonuclease, subunit D13	probable exonuclease subunit 2	SbcC-like subunit of palindrome specific endonuclease			
d93c5a0040d10812	exact	NC_005859.1	79611	80093	+	79611	80093	RusA-like Holliday junction resolvase	RusA-like Holliday junction resolvase	protein d14			
7703a801a473a537	exact	NC_005859.1	80093	80968	+	80093	80968	flap endonuclease	flap endonuclease	exonuclease			
059dd52c3f9850dc	exact	NC_005859.1	80965	81411	+	80965	81411	dUTPase	deoxyuridine 5'-triphosphate nucleotidohydrolase	dUTPase			
c55d13a52ce8a272	exact	NC_005859.1	81865	86055	-	81865	86055	tail fiber protein	side tail fiber protein pb1	tail fiber protein			
0c9dbce2815240f4	exact	NC_005859.1	86294	86479	-	86294	86479	collar tail protein for L-shaped tail fibre attachment	collar tail protein for L-shaped tail fibre attachment	collar protein p132			
29831fc1cf5577e7	exact	NC_005859.1	86484	88550	-	86484	88550	straight fibre tail protein	straight fiber protein pb4	straight fibre tail protein			
c79ff15ae104249a	exact	NC_005859.1	88551	91400	-	88551	91400	tail protein Pb3	central tail fiber J	baseplate hub protein pb3			
f631fb7f31dacc6d	exact	NC_005859.1	91397	92011	-	91397	92011	distal tail protein	distal tail protein	distal tail protein pb9			
3e8ac16076b89e90	exact	NC_005859.1	92121	95780	-	92121	95780	tail length tape measure protein	tape measure protein pb2 precursor	tail length tape measure protein			
ce16a67ca5ac7904	exact	NC_005859.1	97458	98354	-	97458	98354	base plate tail tube protein	base plate tail tube protein	baseplate tube protein p140			
26900dbeb4659d2b	exact	NC_005859.1	98359	99753	-	98359	99753	major tail protein	major tail protein	tail tube protein pb6			
dfabbc00198f3bdd	exact	NC_005859.1	99780	100265	-	99780	100265	tail terminator	tail terminator	tail tube terminator protein p142			
f5767c8d26761c0c	exact	NC_005859.1	100269	101036	-	100269	101036	tail completion or Neck1 protein	tail completion or Neck1 protein	tail completion protein p143			
6f0e0c34a4d1af4a	exact	NC_005859.1	101036	101548	-	101036	101548	head-tail adaptor	head-tail adaptor	head completion protein			
630683166c5913e1	exact	NC_005859.1	103002	103634	-	103002	103634	head maturation protease	head maturation protease	prohead protease			
1b81dec6ce12eccf	exact	NC_005859.1	103638	104132	-	103638	104132	Hoc-like head decoration	decoration protein	tail protein			
075670fc2e19968e	exact	NC_005859.1	105773	106606	-	105773	106606	endonuclease	endonuclease	putative endonuclease			
d61679ab4c10c583	exact	NC_005859.1	107934	108416	-	107934	108416	terminase small subunit	terminase small subunit	probable terminase, small subunit			
184e1df8c775e35f	exact	NC_005859.1	108427	110349	-	108427	110349	receptor binding tail protein	receptor binding tail protein	receptor-binding protein pb5			
1d8476105fb171dd	exact	NC_005859.1	110429	110662	+	110429	110662	Cor superinfection exclusion protein	lytic conversion lipoprotein	Cor superinfection exclusion protein			
ba6c6ee0372864e8	exact	NC_001422.1	133	393	+	133	393	terminase	c protein	terminase			
e1edd82f767e4deb	exact	NC_001422.1	390	848	+	390	848	head morphogenesis	external scaffolding protein d	head morphogenesis			
d09250ece621b210	exact	NC_001422.1	848	964	+	848	964	DNA condensation	DNA condensation	dna-binding protein j			
73fe4e253e36d27a	exact	NC_001422.1	1001	2284	+	1001	2284	major head protein	capsid protein f	major head protein			
fc0fed82616fcd56	exact	NC_001422.1	2395	2922	+	2395	2922	major spike protein	major spike protein g	major spike protein			
04b3d21d2d326cd6	exact	NC_001422.1	2931	3917	+	2931	3917	pilot protein for DNA ejection	minor spike protein	pilot protein for DNA ejection			
43fd4d842d86849d	exact	NC_002371.2	3893	4804	+	3893	4804	head scaffolding protein	scaffolding protein	head scaffolding protein			
2601a8b24ce9d151	exact	NC_002371.2	4804	6096	+	4804	6096	head protein	head protein	major capsid protein			
cd0a7546200f4947	exact	NC_002371.2	6328	6828	+	6328	6828	head-tail adaptor Ad3	head-to-tail adapter gp4	head-tail adaptor Ad3			
e1e205d26581bd2a	exact	NC_002371.2	6788	8206	+	6788	8206	head closure Hc3	head closure Hc3	tail hub protein gp10			
996e6526d8731053	exact	NC_002371.2	8210	8911	+	8210	8911	tail needle protein	tail needle protein	tail needle protein gp26			
e9f1c3e321c6e92e	exact	NC_002371.2	8911	9366	+	8911	9366	head morphogenesis	protein gp14	head morphogenesis			
a478d80b5830f187	exact	NC_002371.2	9369	10058	+	9369	10058	DNA ejection	dna transfer protein gp7	DNA ejection			
62d74ae96f708e21	exact	NC_002371.2	10069	11484	+	10069	11484	released from the phage upon host infection	released from the phage upon host infection	internal virion protein gp20			
a55497215bb37681	exact	NC_002371.2	11484	13313	+	11484	13313	head morphogenesis	internal virion protein gp16	head morphogenesis			
de5dc22f81fb738b	exact	NC_002371.2	15091	15993	+	15091	15993	Ant	antirepressor protein ant	hypothetical protein			
c7e9752c59cf3137	exact	NC_002371.2	20642	21004	-	20642	21004	GtrA-like O-antigen conversion	GtrA-like O-antigen conversion	bactoprenol-linked glucose translocase			
fb9715723ae82b4a	exact	NC_002371.2	22746	23381	-	22746	23381	EaC	hypothetical protein	eac protein			
6ac4325ed2a43adb	exact	NC_002371.2	23758	24711	-	23758	24711	EaA	eaa protein	hypothetical protein			
5fc32e4fd76398d8	exact	NC_002371.2	25496	25855	-	25496	25855	EaF	eaf protein	hypothetical protein			
3437a5b83043af39	exact	NC_002371.2	25964	26461	-	25964	26461	EaE	hypothetical protein	eae protein			
11c7890c9da4637a	exact	NC_002371.2	26630	26923	-	26630	26923	abc2 anti-RecBCD	anti-recbcd protein 2	abc2 anti-RecBCD			
0ccba117ed490089	exact	NC_002371.2	26970	27254	-	26970	27254	Abc1	transcriptional regulator, D5-like	anti-recbcd protein 1			
f4eafb92e8d586cd	exact	NC_002371.2	27254	27871	-	27254	27871	Erf-like ssDNA annealing protein	essential recombination function protein	Erf-like ssDNA annealing protein			
33b624553f43be4b	exact	NC_002371.2	27868	28011	-	27868	28011	Erf recombination cofactor Arf	Erf recombination cofactor Arf	accessory recombination function protein			
64ea843e3d81dd72	exact	NC_002371.2	28001	28189	-	28001	28189	Kil protein for bacterial septation inhibition	Kil protein for bacterial septation inhibition	protein kil			
48d3f71152e63f24	exact	NC_002371.2	28170	28328	-	28170	28328	CIII anti-termination	regulatory protein c3	CIII anti-termination			
ff68fc8156ca4add	exact	NC_002371.2	28414	28725	-	28414	28725	superinfection exclusion	superinfection exclusion	superinfection exclusion protein			
e860e27e230cd35b	exact	NC_002371.2	29349	29543	-	29349	29543	restriction alleviation ral	restriction alleviation ral	restriction inhibitor protein ral			
c7cfd89cb4f6cb29	exact	NC_002371.2	31013	31663	-	31013	31663	C2	helix-turn-helix transcriptional regulator	hypothetical protein			
ce3dcf2cf190f0c3	exact	NC_002371.2	31744	31929	+	31744	31929	transcriptional regulator	transcriptional regulator	regulatory protein cro			
9a8b8ee969a63cb5	exact	NC_002371.2	32036	32314	+	32036	32314	CII-like transcriptional activator	transcriptional activator protein c1	CII-like transcriptional activator			
67855c4ca7216992	exact	NC_002371.2	32488	33303	+	32488	33303	replication initiation O-like	replication initiation O-like	dna replication protein gp18			
48128756cad7cb67	exact	NC_002371.2	34750	35187	+	34750	35187	NinB/ Orf homologous recombination mediator	protein ninb	NinB/ Orf homologous recombination mediator			
ef2231e115f86cc5	exact	NC_002371.2	35184	35357	+	35184	35357	NinD	hypothetical protein	protein nind			
c5a3bf3df051a5a2	exact	NC_002371.2	35324	35500	+	35324	35500	NinE	protein nine	hypothetical protein			
8c855d9b83a8728b	exact	NC_002371.2	35497	35835	+	35497	35835	NinX	hypothetical protein	putative protein ninx			
48710a1d5777218d	exact	NC_002371.2	35828	36004	+	35828	36004	NinF	protein ninf	hypothetical protein			
922990dbc9bcdf3d	exact	NC_002371.2	35997	36608	+	35997	36608	NinG/ Rap DNA junction specific endonuclease	NinG/ Rap DNA junction specific endonuclease	protein ning			
73d9f0e917af5039	exact	NC_002371.2	36605	36829	+	36605	36829	NinY	hypothetical protein	putative protein niny			
fda55383b136fcbd	exact	NC_002371.2	37186	37809	+	37186	37809	transcription antitermination protein	antitermination protein q	anti-termination protein Q-like			
6a802bd8061fa163	exact	NC_002371.2	38244	38570	+	38244	38570	holin/anti-holin	antiholin	holin/anti-holin			
a5e42531076b24f8	exact	NC_002371.2	38988	39425	+	38988	39425	Rz-like spanin	Rz-like spanin	spanin, inner membrane subunit			
c6ea740ae39f7889	exact	NC_000929.1	339	863	-	339	863	transcriptional repressor	transcriptional repressor	repressor protein c			
d1bc25ff8f789b93	exact	NC_000929.1	1099	1326	+	1099	1326	transcriptional repressor	transcriptional repressor	negative regulator of transcription			
05902279f9708b0b	exact	NC_000929.1	1328	3319	+	1328	3319	Mu transposase C-terminal domain-containing protein	dde-recombinase a	hypothetical protein			
bcc9f5a0b7046456	exact	NC_000929.1	3358	4296	+	3358	4296	DNA transposition protein	DNA transposition protein	atp-dependent target dna activator b			
1b2167de7105d741	exact	NC_000929.1	5801	6325	+	5801	6325	host nuclease inhibitor	putative dna ends protecting protein gam	host nuclease inhibitor			
b193ada90ef2d0ab	exact	NC_000929.1	8233	8784	+	8233	8784	regulatory protein GemA	gema protein	hypothetical protein			
86e1c0e98a0832ec	exact	NC_000929.1	8781	9170	+	8781	9170	late transcriptional activator	late transcriptional activator	middle operon regulator			
616019733ac5b719	exact	NC_000929.1	9963	10385	+	9963	10385	late transcriptional activator	late transcription activator c	late transcriptional activator			
1ee203c1525fb4b9	exact	NC_000929.1	11718	12017	+	11718	12017	DUF2730 family protein	releasin protein	hypothetical protein			
74e9927d6c228a1f	exact	NC_000929.1	12316	12891	+	12316	12891	terminase small subunit	terminase small subunit	probable terminase, small subunit gp27			
ba19feeeab15d17d	exact	NC_000929.1	16073	17392	+	16073	17392	minor head protein and DNA pilot	putative capsid assembly protein f	minor head protein and DNA pilot			
d2a045cc9d0d582c	exact	NC_000929.1	18056	19141	+	18056	19141	head maturation protease	head maturation protease	protease i			
292b87c6002c20de	exact	NC_000929.1	20529	20954	+	20529	20954	head-tail adaptor	gene product j	head-tail adaptor			
eb8b2e388945dc45	exact	NC_000929.1	20954	21502	+	20954	21502	portal protein	probable tail terminator protein	portal protein			
b4e690e7fed9cca2	exact	NC_000929.1	21689	23176	+	21689	23176	tail sheath	tail sheath protein	tail sheath			
232b2cbc30b6b646	exact	NC_000929.1	23552	23986	+	23552	23986	tail assembly chaperone	probable tail assembly protein gp41	tail assembly chaperone			
7900adcea88ea06d	exact	NC_000929.1	24131	26203	+	24131	26203	tail length tape measure protein	tail length tape measure protein	probable tape measure protein			
9ba8201db11a5ebd	exact	NC_000929.1	26208	27695	+	26208	27695	DNA circularization N-terminal domain-containing protein	hypothetical protein	dna circularization protein n			
8b4ad3224c3065b6	exact	NC_000929.1	27688	28827	+	27688	28827	baseplate hub	baseplate hub	baseplate hub protein gp44			
60b3a3ed12a7bc0d	exact	NC_000929.1	29405	29842	+	29405	29842	baseplate wedge subunit	baseplate protein gp46	baseplate wedge subunit			
96e359bff0ed6db5	exact	NC_000929.1	29843	30925	+	29843	30925	baseplate protein	baseplate protein	baseplate protein gp47			
376f0f0d15c48b2a	exact	NC_000929.1	30916	31458	+	30916	31458	baseplate wedge subunit	baseplate protein gp48	baseplate wedge subunit			
327b0c8446b56552	exact	NC_000929.1	31458	32972	+	31458	32972	tail fiber protein	tail fiber protein s	tail fiber protein			
2c700041463f46d1	exact	NC_000929.1	32975	33502	+	32975	33502	tail fiber assembly protein	tail fiber assembly protein	tail fiber assembly protein u			
a63aeae4997fbc94	exact	NC_000929.1	33531	34064	-	33531	34064	tail fiber assembly protein	tail fiber assembly protein	tail fiber assembly protein u'			
a5efd645ad1844b5	exact	NC_000929.1	35768	35956	+	35768	35956	gpCom control of modification	translational activator com	gpCom control of modification			
2056cb6f0339f5ac	exact	NC_000929.1	35877	36602	+	35877	36602	Mom-like DNA modification protein	Mom-like DNA modification protein	methylcarbamoylase mom			
7c51574a9c4b9aa9	relaxed	NC_000866.4	12	2189	-	12	2189	RIIA lysis inhibitor	protein riia	RIIA lysis inhibitor			
fac3af3a5091f365	relaxed	NC_000866.4	3778	5328	-	3778	5328	DNA topoisomerase II large subunit	dna topoisomerase large subunit	DNA topoisomerase II large subunit			
55d87a18ac8cc405	relaxed	NC_000866.4	6267	6482	-	6267	6482	cef modifier of supressor tRNAs	protein cef	cef modifier of supressor tRNAs			
cca95a5b13e9aa17	relaxed	NC_000866.4	6653	7141	-	6653	7141	MotB-like transcriptional regulator	MotB-like transcriptional regulator	transcription regulatory protein motb			
c00d3099ed2e3546	relaxed	NC_000866.4	8225	8908	-	8225	8908	exonuclease	exonuclease	exodeoxyribonuclease			
bb9434667a7453f7	relaxed	NC_000866.4	9410	10729	-	9410	10729	Dda-like helicase	Dda-like helicase	atp-dependent dna helicase dda			
10d313c72f929d94	relaxed	NC_000866.4	11908	12510	-	11908	12510	RNA polymerase ADP-ribosylase	RNA polymerase ADP-ribosylase	nad--protein adp-ribosyltransferase moda			
584eadbd0559ca72	relaxed	NC_000866.4	12507	13130	-	12507	13130	RNA polymerase ADP-ribosylase	RNA polymerase ADP-ribosylase	nad--protein adp-ribosyltransferase modb			
a7bf64b1c199c4ac	relaxed	NC_000866.4	14191	14676	-	14191	14676	Mrh transcription modulator under heat shock	rpoh-modulating protein	Mrh transcription modulator under heat shock			
4df7d7991ead789d	relaxed	NC_000866.4	15331	15573	-	15331	15573	virion structural protein	virion structural protein	small outer capsid protein			
828102c379bcafd1	relaxed	NC_000866.4	15606	16280	-	15606	16280	SegF homing endonuclease	dna replication protein	homing endonuclease			
c644ca9b96ea3778	relaxed	NC_000866.4	16270	16785	-	16270	16785	dUTPase	nucleoside triphosphate pyrophosphohydrolase	dctp pyrophosphatase			
4b6fa7e28a604906	relaxed	NC_000866.4	16846	17625	-	16846	17625	Dam family site-specific DNA-(adenine-N6)-methyltransferase	dna adenine methylase	DNA methyltransferase			
5a73ef780830a1e7	relaxed	NC_000866.4	19758	20051	-	19758	20051	spackle periplasmic	protein spackle	spackle periplasmic			
2965affe131d82a6	relaxed	NC_000866.4	20371	20553	-	20371	20553	Dmd discriminator of mRNA degradation	antitoxin dmd	Dmd discriminator of mRNA degradation			
e5f1578c30f0ac0d	relaxed	NC_000866.4	20612	22039	-	20612	22039	AAA family ATPase	DnaB-like replicative helicase	dnab-like replicative helicase			
35fc4a73b6bb760e	relaxed	NC_000866.4	22049	22393	-	22049	22393	head vertex assembly chaperone	head vertex assembly chaperone	head formation protein			
7ae2b2a88ac9a672	relaxed	NC_000866.4	22386	23561	-	22386	23561	recombinase	recombination and repair protein	recombinase			
449138e57478a9f0	relaxed	NC_000866.4	23570	24235	-	23570	24235	homing endonuclease	endonuclease sega	homing endonuclease			
ceea405ca7a80f9b	relaxed	NC_000866.4	24400	25455	-	24400	25455	beta-glucosyltransferase	dna beta-glucosyltransferase	beta-glucosyltransferase			
169d1815c8bb8442	relaxed	NC_000866.4	25479	26219	-	25479	26219	thymidylate synthase	thymidylate synthase	deoxycytidylate 5-hydroxymethyltransferase			
3845b3530fa13e73	relaxed	NC_000866.4	26373	26624	-	26373	26624	immunity to superinfection	immunity to superinfection	immunity protein			
fbd1c1002a9537bb	relaxed	NC_000866.4	27197	29893	-	27197	29893	DNA polymerase	dna-directed dna polymerase	DNA polymerase			
5608a3fa29144177	relaxed	NC_000866.4	29972	30340	-	29972	30340	translation repressor	translation repressor protein	translation repressor			
7ad8bea67f36cea5	relaxed	NC_000866.4	30342	30905	-	30342	30905	clamp loader of DNA polymerase	sliding-clamp-loader small subunit	clamp loader of DNA polymerase			
06364c0589923bb7	relaxed	NC_000866.4	30907	31866	-	30907	31866	clamp loader of DNA polymerase	clamp loader of DNA polymerase	sliding-clamp-loader large subunit			
22d68a0f75e6362a	relaxed	NC_000866.4	31917	32603	-	31917	32603	DNA polymerase processivity factor	DNA polymerase processivity factor	sliding clamp			
ab449f713df6f887	relaxed	NC_000866.4	32659	33048	-	32659	33048	RNA polymerase binding	15 kda rna polymerase-binding protein	RNA polymerase binding			
7eefc590d2467274	relaxed	NC_000866.4	33302	34942	-	33302	34984	SbcC-like subunit of palindrome specific endonuclease	SbcC-like subunit of palindrome specific endonuclease	exonuclease subunit 2			
196d93b1415b8447	relaxed	NC_000866.4	35428	36447	-	35428	36447	SbcD-like subunit of palindrome specific endonuclease	SbcD-like subunit of palindrome specific endonuclease	exonuclease subunit 1			
8228adac766bb1ff	relaxed	NC_000866.4	36624	37826	-	36624	37826	alpha-glucosyltransferase	alpha-glucosyltransferase	dna alpha-glucosyltransferase			
683f6cf5cc645f44	relaxed	NC_000866.4	37885	38679	-	37885	38679	homing endonuclease	probable mobile endonuclease b	homing endonuclease			
84d2b768225ac4af	relaxed	NC_000866.4	39600	40157	-	39600	40157	RNA polymerase sigma factor	late sigma transcription factor	rna polymerase sigma-like factor			
0f05ad312b92b9fb	relaxed	NC_000866.4	41805	42113	-	41805	42113	NrdH glutaredoxin	uncharacterized 11.8 kda protein in gp55-nrdg intergenic region	thioredoxin domain			
447f02381fcd5b5a	relaxed	NC_000866.4	42446	42916	-	42446	42916	anaerobic ribonucleotide reductase small subunit	anaerobic ribonucleotide reductase small subunit	anaerobic ribonucleoside-triphosphate reductase-activating protein			
74cbfb256065607b	relaxed	NC_000866.4	42906	43538	-	42906	43538	homing endonuclease	probable mobile endonuclease c	homing endonuclease			
16e47eb80743d450	relaxed	NC_000866.4	44836	45612	-	44836	45612	I-TevII homing endonuclease	intron-associated endonuclease 2	homing endonuclease			
71be6866e41dacf7	relaxed	NC_000866.4	46382	46855	-	46382	46855	endonuclease VII	endonuclease VII	recombination endonuclease vii			
77ef2f01e724cb60	relaxed	NC_000866.4	46897	47382	-	46897	47382	inhibitor of host Lon protease	host protease inhibitor	inhibitor of host Lon protease			
b93b484e6d71ff75	relaxed	NC_000866.4	48128	48391	-	48128	48391	NrdC thioredoxin	thioredoxin domain	glutaredoxin			
8d0fb7fa7336adfe	relaxed	NC_000866.4	56429	57208	-	56429	57208	homing endonuclease	probable mobile endonuclease d	homing endonuclease			
f021652f8e1bc843	relaxed	NC_000866.4	59202	59495	-	59202	59495	lysis inhibition	antiholin	lysis inhibition			
0c2671f2c77ea102	relaxed	NC_000866.4	61386	61733	-	61386	61733	valyl tRNA synthetase modifier	valyl tRNA synthetase modifier	valyl--trna ligase modifier			
f1f45af80b229636	relaxed	NC_000866.4	62279	62740	-	62279	62740	endoribonuclease	endoribonuclease regb	endoribonuclease			
adf04b5eec503ced	relaxed	NC_000866.4	63557	63919	-	63557	63919	autonomous glycyl radical cofactor GrcA	autonomous glycyl radical cofactor	hypothetical protein			
76a25df393a332fd	relaxed	NC_000866.4	64939	65355	-	64939	65355	endonuclease V N-glycosylase UV repair enzyme	endonuclease v	endonuclease V N-glycosylase UV repair enzyme			
e95e2d1e0fafeefc	relaxed	NC_000866.4	65416	65718	-	65416	65718	internal virion protein	internal virion protein	internal protein ii			
6d1dd18840f65f06	relaxed	NC_000866.4	65834	66415	-	65834	66415	internal virion protein	internal virion protein	internal protein iii			
77c8a8db991ff38f	relaxed	NC_000866.4	66503	66997	-	66503	66997	glycoside hydrolase family protein	endolysin	hypothetical protein			
35fd07fd272c26ca	relaxed	NC_000866.4	71253	71918	-	71253	71918	homing endonuclease	putative endonuclease segb	homing endonuclease			
7956cde23863b44c	relaxed	NC_000866.4	73591	73878	-	73591	73878	internal virion protein	internal protein i	internal virion protein			
66b4b050ddd18dc3	relaxed	NC_000866.4	73952	74410	-	73952	74410	RNA ligase	anti-cbass protein acb1	RNA ligase			
8155079f08b3db8b	relaxed	NC_000866.4	74407	74649	-	74407	74649	tail fiber chaperone	tail fiber assembly helper protein	tail fiber chaperone			
16b45a999ff71a82	relaxed	NC_000866.4	74649	75374	-	74649	75374	deoxynucleoside monophosphate kinase	deoxynucleoside monophosphate kinase	deoxynucleotide monophosphate kinase			
c23825616c0a9970	relaxed	NC_000866.4	75424	75954	-	75424	75954	tail protein	tail tube	tail tube terminator protein			
1e1f2927ccc37f51	relaxed	NC_000866.4	76061	76885	-	76061	76885	DNA end protector	DNA end protector	terminal dna protecting protein			
f78c3d922cfc54b7	relaxed	NC_000866.4	76885	77337	-	76885	77337	head closure	head completion nuclease	head closure			
5bd20fcd7657d657	relaxed	NC_000866.4	77385	77975	+	77385	77975	baseplate wedge subunit	baseplate wedge subunit	baseplate wedge protein gp53			
190adb3154a27564	relaxed	NC_000866.4	77959	79686	+	77959	79686	baseplate hub subunit and tail lysozyme	baseplate hub subunit and tail lysozyme	pre-baseplate central spike protein gp5			
94d8dbe32db4c26a	relaxed	NC_000866.4	80779	81072	+	80779	81072	PAAR motif of membran proteins	baseplate puncturing device gp5.4	PAAR motif of membran proteins			
eb331a457e4e6c77	relaxed	NC_000866.4	81081	83063	+	81081	83063	baseplate wedge subunit	baseplate wedge subunit	baseplate wedge protein gp6			
b7c0302d839c7be3	relaxed	NC_000866.4	83060	86158	+	83060	86158	baseplate wedge subunit	baseplate wedge subunit	baseplate wedge protein gp7			
8c621665b415b5ba	relaxed	NC_000866.4	86151	87155	+	86151	87155	baseplate wedge subunit	baseplate wedge protein gp8	baseplate wedge subunit			
f758380a99d20af0	relaxed	NC_000866.4	87219	88085	+	87219	88085	baseplate wedge tail fiber protein connector	baseplate protein gp9	baseplate wedge tail fiber protein connector			
c03c8d1b16339890	relaxed	NC_000866.4	88085	89893	+	88085	89893	baseplate wedge subunit	baseplate wedge subunit	baseplate wedge protein gp10			
d372a5b8b937e697	relaxed	NC_000866.4	89893	90552	+	89893	90552	baseplate wedge subunit	baseplate wedge protein gp11	baseplate wedge subunit			
fa218f64f766d561	relaxed	NC_000866.4	90549	92132	+	90549	92132	tail collar fiber protein	tail collar fiber protein	short tail fiber protein gp12			
2d4dde4d2a6e6af5	relaxed	NC_000866.4	92129	93592	+	92129	93592	fibritin neck whisker	fibritin neck whisker	fibritin			
77a24fdb4b41c51a	relaxed	NC_000866.4	93624	94553	+	93624	94553	head-tail adaptor Ad2	neck protein gp13	head-tail adaptor Ad2			
06c26ff60c756ab3	relaxed	NC_000866.4	94555	95325	+	94555	95325	head closure Hc2	head closure Hc2	neck protein gp14			
530128622fdbd4fa	relaxed	NC_000866.4	95367	96185	+	95367	96185	tail sheath stabilizer	tail sheath stabilizer	tail completion protein gp15			
b446bf2c3ac2e113	relaxed	NC_000866.4	98536	100515	+	98536	100515	tail sheath	tail sheath	tail sheath protein			
b199d6c61fd22ee2	relaxed	NC_000866.4	100632	101123	+	100632	101123	tail protein	tail tube	tail tube protein gp19			
754bb4a860db85a2	relaxed	NC_000866.4	103023	103448	+	103023	103448	head scaffolding protein	prohead assembly protein gp68	head scaffolding protein			
24cf63f5f207fd47	relaxed	NC_000866.4	103448	104086	+	103448	104086	head maturation protease	prohead core protein protease	head maturation protease			
9417d1f55bce940e	relaxed	NC_000866.4	104117	104926	+	104117	104926	head scaffolding protein	capsid assembly scaffolding protein	head scaffolding protein			
623bba61c9243af0	relaxed	NC_000866.4	106561	107232	-	106561	107232	homing endonuclease	putative endonuclease segd	homing endonuclease			
5342b0b74d72443e	relaxed	NC_000866.4	107323	108606	+	107323	108606	capsid vertex protein	capsid vertex protein	major head protein			
b19753be85337c22	relaxed	NC_000866.4	108636	109640	-	108636	109640	RNA ligase	rna ligase 2	RNA ligase			
47ad1f5d6d06b0ce	relaxed	NC_000866.4	110187	111317	-	110187	111317	Hoc-like head decoration	Hoc-like head decoration	highly immunogenic outer capsid protein			
4b63c279b3e15815	relaxed	NC_000866.4	111327	112007	-	111327	112007	minor head protein inhibitor of protease	minor head protein inhibitor of protease	protein inh			
5f57d7286f014265	relaxed	NC_000866.4	112057	112674	+	112057	112674	homing endonuclease	putative endonuclease sege	homing endonuclease			
26e4590c0693a205	relaxed	NC_000866.4	112677	114440	+	112677	114440	DNA helicase	DNA helicase	atp-dependent dna helicase uvsw			
fef0ce13a009814b	relaxed	NC_000866.4	114914	115327	-	114914	115327	UvsY-like recombination mediator	recombination protein uvsy	UvsY-like recombination mediator			
14b44f850ef75067	relaxed	NC_000866.4	115404	115802	-	115404	115802	baseplate wedge subunit	baseplate wedge protein gp25	baseplate wedge subunit			
079faf10920e09ca	relaxed	NC_000866.4	115802	116428	-	115802	116428	baseplate hub	baseplate hub assembly protein gp26	baseplate hub			
77af9d087192b92b	relaxed	NC_000866.4	116479	117228	+	116479	117228	baseplate hub assembly protein	baseplate hub	baseplate hub assembly protein gp51			
e3a2e4b33fed9d95	relaxed	NC_000866.4	117234	118403	+	117228	118403	baseplate hub	baseplate central spike complex protein gp27	baseplate hub			
53f2fd2c8d6131c4	relaxed	NC_000866.4	118348	118881	+	118348	118881	baseplate hub distal subunit	baseplate hub assembly protein gp28	baseplate hub distal subunit			
defaaef1149c92e3	relaxed	NC_000866.4	118878	120650	+	118878	120650	baseplate hub subunit and tail length	baseplate hub subunit and tail length	tape measure protein			
434d52cd5b024734	relaxed	NC_000866.4	120659	121753	+	120659	121753	baseplate tail tube cap	baseplate tail tube cap	baseplate tail-tube junction protein gp48			
a2438fb48883ddee	relaxed	NC_000866.4	121753	122715	+	121753	122715	tail tube	baseplate tail-tube junction protein gp54	tail tube			
19d610543fc4eab4	relaxed	NC_000866.4	123454	125502	-	123454	125502	Alt-like RNA polymerase ADP-ribosyltransferase	nad(+)--arginine adp-ribosyltransferase	Alt-like RNA polymerase ADP-ribosyltransferase			
d390aeb7268b8f61	relaxed	NC_000866.4	125745	127208	-	125745	127208	DNA ligase	ATP-dependent DNA ligase	dna ligase			
de9a54d8496a0dac	relaxed	NC_000866.4	131181	131516	-	131181	131516	head morphogenesis	capsid assembly protein gp31	head morphogenesis			
aa38561b99299651	relaxed	NC_000866.4	132118	132699	-	132118	132699	dCMP deaminase	dCMP deaminase	deoxycytidylate deaminase			
0c5f056818e8bc28	relaxed	NC_000866.4	135132	135431	-	135132	135431	Rz-like spanin	Rz-like spanin	spanin, outer lipoprotein subunit			
f6a20e6cbc305e9f	relaxed	NC_000866.4	135428	135781	-	135428	135781	Rz-like spanin	spanin, inner membrane subunit	Rz-like spanin			
